"Chan","Cond","Fvals","FdfNum","FdfDen","Pvals","xpos","ypos","Pvals_cuts","ges","pes","T2btw","T2btw_p","T2btw_df1","T2btw_df2","T2acr","T2acr_p","T2acr_df1","T2acr_df2","T2cbtw","T2cbtw_p","T2cbtw_df1","T2cbtw_df2","T2cacr","T2cacr_p","T2cacr_df1","T2cacr_df2"
27,"Pattern",1.8188135792342,4,448,0.124081435112956,-0.1756,0.16852,"ns",0.0142187033995416,0.015979902812535,10.9784495288986,0.000324282224385852,2,27,15.9454097364894,2.94633748953999e-07,2,259,0.1403359999948,0.0225789847558446,2,54,0.0139619161721818,0.0268185196995591,2,518
28,"Pattern",1.46014875158537,4,448,0.213335215110146,-0.15612,0.11703,"ns",0.0115881041757519,0.0128692652675988,16.0903012948223,2.5060466241289e-05,2,27,29.3106860693497,3.34976490989902e-12,2,259,0.152431629301084,0.016674841602405,2,54,0.0212400960827426,0.00414783119352724,2,518
29,"Pattern",2.39202637904989,4,448,0.0499854394963094,-0.12367,0.07006,"<.05",0.0181721515611227,0.0209107789656917,23.3171696445296,1.31167274042276e-06,2,27,41.7614270618134,2.22044604925031e-16,2,259,0.312270004248976,0.000405959923686749,2,54,0.0526222276348024,1.54169796706682e-06,2,518
30,"Pattern",0.684574193828127,4,448,0.602921940951912,-0.089234,0.023191,"ns",0.00456150157648779,0.00607513671437046,20.1718983890759,4.3791845235619e-06,2,27,45.0983542248021,0,2,259,0.335357673667341,0.000247021050911123,2,54,0.0762798844889727,4.67545513416212e-09,2,518
31,"Pattern",0.691574045598905,4,448,0.598073837484462,-0.044495,-0.015575,"ns",0.00498863214187018,0.00613687448645513,10.7381763884548,0.000370473085619549,2,27,23.7509999560096,3.38224781515351e-10,2,259,0.3093249503522,0.000432804467043191,2,54,0.0593880573963439,2.89770789585475e-07,2,518
32,"Pattern",0.677022063608891,4,448,0.608173313816103,-0.27061,0.25813,"ns",0.00522633975323959,0.00600851931662425,3.4875840497275,0.0449499305208595,2,27,4.26705150243917,0.0150217147138051,2,259,0.0157985564022255,0.63488312240831,2,54,0.00135173208374364,0.702884987050844,2,518
33,"Pattern",0.246521835855934,4,448,0.911730709480449,-0.27006,0.17418,"ns",0.00163246407840013,0.00219625367293283,3.42240621197978,0.0473442576436534,2,27,4.68156762609565,0.0100625826797572,2,259,0.0272284219714911,0.459186829425877,2,54,0.00392885298876333,0.359368830827559,2,518
34,"Pattern",0.670149082258236,4,448,0.612970713955374,-0.22865,0.099464,"ns",0.00506144394434078,0.00594788493418051,7.29667858530542,0.0029281083785665,2,27,10.1762729865554,5.56613033042552e-05,2,259,0.0607865310162854,0.181291082064668,2,54,0.0110699061374057,0.0565150090534934,2,518
35,"Pattern",0.869504222365944,4,448,0.482101823264658,-0.1832,0.042556,"ns",0.00530969973921634,0.0077036240068258,8.17976507268698,0.00167020260148298,2,27,15.7626257058484,3.46741842349729e-07,2,259,0.0809503303596404,0.105287744383557,2,54,0.0187008294794729,0.00794275377106279,2,518
36,"Pattern",1.17096760323314,4,448,0.322870322814655,-0.14086,0.0073253,"ns",0.00773527533502185,0.010346890444009,14.2143177014886,6.06735343133824e-05,2,27,27.2806965609076,1.77233783205111e-11,2,259,0.172974804495442,0.0100418115013164,2,54,0.0417460615512907,2.31672595063515e-05,2,518
37,"Pattern",0.549410360441542,4,448,0.69955020459377,-0.091723,-0.035635,"ns",0.0034629510801805,0.00488150367631465,10.3558051145668,0.000459183018350018,2,27,23.1137428827446,5.80173908915071e-10,2,259,0.239758303720233,0.00205643346888973,2,54,0.0559476924400562,6.77026402717829e-07,2,518
38,"Pattern",0.230279371702243,4,448,0.921351119826631,-0.34659,0.19108,"ns",0.00155699362845185,0.00205184708611093,0.62756491105056,0.541498391333603,2,27,1.03586572826665,0.356384610969653,2,259,0.0125555158775551,0.696507512553611,2,54,0.00159843996520195,0.659115042948729,2,518
39,"Pattern",1.72930969100584,4,448,0.142385634383103,-0.33383,0.039461,"ns",0.0129842735166251,0.0152054883275406,0.0850043929137773,0.918753066489455,2,27,0.113928964157373,0.892366034104311,2,259,0.00212381608623674,0.940333645370022,2,54,0.000324665327222984,0.918766020325702,2,518
40,"Pattern",0.352177351813766,4,448,0.84251878964884,-0.25598,0.0011134,"ns",0.00217154104550574,0.00313458412747068,1.17220236654051,0.324951997958669,2,27,1.20327575030693,0.301881748991955,2,259,0.0188864769178558,0.581452162323599,2,54,0.00318748363759658,0.435787753339544,2,518
41,"Pattern",0.204636801742262,4,448,0.935798072888025,-0.19461,-0.022574,"ns",0.0013321822392207,0.001823782043017,2.9314524315505,0.070449918852589,2,27,3.09828434483372,0.0468032841275333,2,259,0.0398617461074587,0.322410892081501,2,54,0.00776611488179888,0.132779481581432,2,518
42,"Pattern",0.212857748157944,4,448,0.931271658566157,-0.15112,-0.059346,"ns",0.00126272442363279,0.00189691050053877,5.67222053943746,0.00877866058105081,2,27,6.26847020437738,0.00219520095166215,2,259,0.105545423730897,0.0550554689356204,2,54,0.0187274293277796,0.00788881537589914,2,518
43,"Pattern",0.580816768779266,4,448,0.676688683647589,-0.41311,0.15319,"ns",0.00429864435026296,0.00515910956634965,1.12552696466796,0.339234736303053,2,27,2.08689649819831,0.126153003720657,2,259,0.0437787833004786,0.289199180337733,2,54,0.00646835467374367,0.185859896890978,2,518
44,"Pattern",0.718236727294125,4,448,0.57978424646005,-0.39898,0.074566,"ns",0.00566103825188124,0.00637196560332821,1.26070133289498,0.299613564468604,2,27,1.19473245291337,0.304448001007587,2,259,0.0258879220616805,0.476874574230605,2,54,0.00300951664072188,0.456441308587503,2,518
45,"Pattern",0.571464985865315,4,448,0.683477740342128,-0.31837,-0.081339,"ns",0.00491281662210898,0.00507646396835174,5.79112826301685,0.00807565744830341,2,27,5.42799218098226,0.00490589809563691,2,259,0.0516132458356602,0.23298803282805,2,54,0.00423628360197985,0.331768890699141,2,518
46,"Pattern",0.236723266033641,4,448,0.917575329939765,-0.24052,-0.075603,"ns",0.001482828352465,0.0021091427043227,0.614893347054157,0.548098056329366,2,27,1.04854828144042,0.351928917332649,2,259,0.00215917931674209,0.939372006613744,2,54,4.6294795505501e-05,0.987990042439797,2,518
47,"Pattern",0.728022545464192,4,448,0.573144802349576,-0.19145,-0.085584,"ns",0.00509359911712989,0.0064582215586242,1.6258027408512,0.215430424798068,2,27,1.48927560380542,0.227460833641444,2,259,0.0190215144749288,0.579224851362736,2,54,0.00347354501210597,0.404536936457896,2,518
48,"Pattern",0.668921038294021,4,448,0.613829698420409,-0.45895,0.17222,"ns",0.00479206034938929,0.00593705018322371,2.22381321185893,0.127636400452884,2,27,3.11097720044707,0.04622670643162,2,259,0.0751952865750229,0.122815256786127,2,54,0.0102453216377805,0.0699258902072528,2,518
49,"Pattern",0.724104752702333,4,448,0.57579807629939,-0.46317,0.03064,"ns",0.00535885029812773,0.00642369042797809,5.87526444863383,0.00761487451098208,2,27,6.15691934239526,0.00244175697671445,2,259,0.173264303952326,0.00997097491785426,2,54,0.0166529523976721,0.0134287990937209,2,518
50,"Pattern",0.578728674644532,4,448,0.678203054248214,-0.27341,-0.16219,"ns",0.0046866558153774,0.00514065740000558,15.0205737837047,4.11973598355431e-05,2,27,19.4928747131318,1.30017798749549e-08,2,259,0.25702043211203,0.00138512757827458,2,54,0.0246497732119114,0.00173806248870845,2,518
51,"Pattern",0.446232766111966,4,448,0.775160582216155,-0.20096,-0.14301,"ns",0.00295256549570154,0.00396841010263216,11.522960675227,0.000240953652403286,2,27,11.7511054525281,1.30313599522314e-05,2,259,0.0381911572791221,0.33775636133652,2,54,0.00116229325394015,0.738465406723458,2,518
52,"Pattern",0.604156669844623,4,448,0.659827368721267,-0.15394,-0.11866,"ns",0.00408225821016081,0.00536531410306646,3.31480562090815,0.0516019225975106,2,27,4.60935068324858,0.0107891384619352,2,259,0.0175713003601259,0.603614902897804,2,54,0.00201796286530789,0.590873392506474,2,518
53,"Pattern",0.316541948291291,4,448,0.866915384403208,-0.099452,-0.09574,"ns",0.00237437990206208,0.00281830212006546,7.33115380010257,0.00286336018456024,2,27,8.45669212671712,0.000276850922488303,2,259,0.205257703317159,0.0046115311241175,2,54,0.034921784488147,0.000128719617368045,2,518
54,"Pattern",0.618436479101363,4,448,0.649577696360841,-0.050987,-0.076676,"ns",0.00464931484132087,0.00549143193988603,11.2146632616274,0.00028485080929741,2,27,23.6921376359078,3.55476870161908e-10,2,259,0.371112217943467,0.000116481776878841,2,54,0.0771897274431768,3.75054931556207e-09,2,518
55,"Pattern",1.52833184581145,4,448,0.19285230046693,5.8045e-18,-0.047397,"ns",0.010768262196766,0.0134621184065944,6.98247803866109,0.00359618606050316,2,27,16.0426005341454,2.7021726989318e-07,2,259,0.275683755949034,0.000909320567472838,2,54,0.0597149655706898,2.67360427685936e-07,2,518
56,"Pattern",0.504667945899951,4,448,0.732332774715975,-0.41976,-0.1671,"ns",0.00349054959562882,0.00448575117027704,18.211825340836,9.84054435526627e-06,2,27,20.6767486301398,4.66536564935893e-09,2,259,0.441271777165628,2.82421327140181e-05,2,54,0.0487996561585953,3.98314148730705e-06,2,518
57,"Pattern",0.27553321847866,4,448,0.893758874130551,-0.33631,-0.19112,"ns",0.00231083455610802,0.00245408069398785,12.3289997833825,0.000157055600651157,2,27,14.627615352584,9.57574262994143e-07,2,259,0.341291097078245,0.000217732222193345,2,54,0.0371176839882799,7.40382073454171e-05,2,518
58,"Pattern",1.06391418323579,4,448,0.373861978482926,-0.22492,-0.21452,"ns",0.00811068173128391,0.00940984743825133,23.4546870012165,1.24728943406982e-06,2,27,38.029966638834,3.33066907387547e-15,2,259,0.477695182321442,1.39228731604879e-05,2,54,0.0663502722840938,5.24683947400462e-08,2,518
59,"Pattern",1.12497876545728,4,448,0.344039303199384,-0.15297,-0.18922,"ns",0.00781200065941273,0.00994456553923166,16.6403836253449,1.95432776844973e-05,2,27,31.087844181491,7.92699239582362e-13,2,259,0.124827850469244,0.033471769006157,2,54,0.0208158405913781,0.00462288304735647,2,518
60,"Pattern",1.07286340147795,4,448,0.369367591947646,-0.10478,-0.15427,"ns",0.0075124313640898,0.00948824827817995,5.65453876550244,0.00888869370329759,2,27,9.36264807217558,0.000118609686428295,2,259,0.00995306721556268,0.750431402603483,2,54,0.000261601101236032,0.934009294745551,2,518
61,"Pattern",1.20149066713951,4,448,0.309420287426868,-0.054807,-0.12811,"ns",0.00975004520939974,0.0106137353850967,2.76478328925217,0.0808451701047663,2,27,6.16146704968693,0.00243117971782558,2,259,0.109605112481523,0.0495411790514972,2,54,0.0218381252646083,0.00356019708877153,2,518
62,"Pattern",1.0511331699958,4,448,0.380354953666052,1.1987e-17,-0.097882,"ns",0.00829028853111952,0.00929785611626912,3.15827460660478,0.0585464605703729,2,27,3.08687792577191,0.0473276054781163,2,259,0.0136354349157115,0.67532584836137,2,54,0.00212451831688471,0.574700320279327,2,518
63,"Pattern",0.308192752107849,4,448,0.872499229592974,-0.349,-0.28153,"ns",0.00244002658511572,0.00274416981126308,23.2540497809191,1.34241156568571e-06,2,27,29.9305933758941,2.02260430626211e-12,2,259,0.793595962694215,5.90584952053774e-08,2,54,0.101357771322324,1.14982467991354e-11,2,518
64,"Pattern",0.809369961223146,4,448,0.519613216752866,-0.25813,-0.2804,"ns",0.00705744740157946,0.00717466963516734,26.3723217243933,4.47136670134185e-07,2,27,32.6690145511485,2.22932783344731e-13,2,259,0.943045944389497,6.26316154495044e-09,2,54,0.109251783470334,1.78523862359725e-12,2,518
65,"Pattern",1.54688196511223,4,448,0.187593484927292,-0.16624,-0.26054,"ns",0.0101859766894124,0.0136232887979039,22.2051278160861,1.98446243127037e-06,2,27,40.8729756393421,4.44089209850063e-16,2,259,0.51014615070939,7.52797932546123e-06,2,54,0.10139327685081,1.14019904629004e-11,2,518
66,"Pattern",1.68317760472683,4,448,0.152763790282452,-0.10296,-0.21873,"ns",0.010830992017259,0.0148058634548305,13.3831919716598,9.15197077679952e-05,2,27,32.9198028904698,1.82520665248376e-13,2,259,0.155550068077469,0.0154298068532626,2,54,0.0366192669428534,8.39320985528413e-05,2,518
67,"Pattern",1.18183979162585,4,448,0.318025128366702,-0.04676,-0.18643,"ns",0.00829601382265709,0.0104419560046177,5.88843359424077,0.00754534508723981,2,27,11.4375325324479,1.7377289932452e-05,2,259,0.0294618606973476,0.43121251865783,2,54,0.0062135147206321,0.198558558407036,2,518
68,"Pattern",1.09917530906791,4,448,0.356400386349883,-0.22108,-0.37388,"ns",0.00826420489156232,0.00971868544632776,39.7939117958611,8.89935014569687e-09,2,27,43.4742757648294,0,2,259,0.989574289106163,3.23016846603963e-09,2,54,0.149498877411877,2.22044604925031e-16,2,518
69,"Pattern",0.899925500675398,4,448,0.463833516032746,-0.1585,-0.34149,"ns",0.00664167125940204,0.00797100172284892,39.9845423322668,8.48055048408014e-09,2,27,56.4011735956349,0,2,259,0.977944257543083,3.8058021178955e-09,2,54,0.193014258379033,0,2,518
